Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,Height_in
Quincy Wilson,CB,Florida,6-1,211.0,4.54,32.0,14.0,118.0,6.86,4.02,2017,73.0
Ahkello Witherspoon,CB,Colorado,6-3,198.0,4.45,40.5,,127.0,6.93,4.13,2017,75.0
Xavier Woods,S,Louisiana Tech,5-11,197.0,4.54,33.5,19.0,122.0,6.72,4.13,2017,71.0
Jaire Alexander,CB,Louisville,5-11,192.0,4.38,35.0,14.0,127.0,6.71,3.98,2018,71.0
Austin Allen,QB,Arkansas,6-0,210.0,4.81,29.5,,112.0,7.18,4.48,2018,72.0
Josh Allen,QB,Wyoming,6-5,237.0,4.75,33.5,,119.0,6.9,4.4,2018,77.0
Marcus Allen,S,Penn State,6-2,202.0,,37.0,15.0,127.0,,4.32,2018,74.0
Mark Andrews,TE,Oklahoma,6-5,256.0,4.67,31.0,17.0,113.0,7.34,4.38,2018,77.0
Troy Apke,S,Penn State,6-2,198.0,4.34,41.0,16.0,131.0,6.56,4.03,2018,74.0
Marcell Ateman,WR,Oklahoma State,6-4,216.0,4.62,34.0,13.0,121.0,7.07,4.25,2018,76.0
Anthony Averett,CB,Alabama,6-0,185.0,4.36,31.5,13.0,119.0,6.93,4.4,2018,72.0
Kalen Ballage,RB,Arizona State,6-1,228.0,4.46,33.5,15.0,122.0,6.91,4.35,2018,73.0
Saquon Barkley,RB,Penn State,6-0,233.0,4.4,41.0,29.0,,,4.24,2018,72.0
J.T. Barrett,QB,Ohio State,6-1,224.0,4.7,30.0,,108.0,7.38,4.44,2018,73.0
Jessie Bates,S,Wake Forest,6-2,195.0,4.5,35.5,,117.0,6.78,4.26,2018,74.0
Marcus Baugh,TE,Ohio State,6-3,247.0,4.81,33.0,,117.0,7.28,4.51,2018,75.0
Kurt Benkert,QB,Virginia,6-3,218.0,4.95,31.0,16.0,112.0,7.15,4.33,2018,75.0
Quin Blanding,S,Virginia,6-2,215.0,4.63,31.5,,122.0,,,2018,74.0
Tony Brown,CB,Alabama,6-0,198.0,4.35,31.5,14.0,126.0,6.78,4.11,2018,72.0
Equanimeous St. brown,WR,Notre Dame,6-5,214.0,4.48,,20.0,,,,2018,77.0
Deon Cain,WR,Clemson,6-2,202.0,4.43,33.5,11.0,115.0,6.71,4.37,2018,74.0
Antonio Callaway,WR,Florida,5-11,200.0,4.41,34.0,,121.0,,,2018,71.0
Dylan Cantrell,WR,Texas Tech,6-3,226.0,4.59,38.5,18.0,130.0,6.56,4.03,2018,75.0
Andre Chachere,CB,San Jose State,6-0,200.0,4.49,38.0,13.0,123.0,6.78,4.07,2018,72.0
Sean Chandler,S,Temple,6-0,190.0,4.65,34.5,16.0,119.0,,4.62,2018,72.0
D.J. Chark,WR,LSU,6-3,199.0,4.34,40.0,16.0,129.0,,,2018,75.0
Nick Chubb,RB,Georgia,5-11,227.0,4.52,38.5,29.0,128.0,7.09,4.25,2018,71.0
Simmie Cobbs,WR,Indiana,6-3,220.0,4.64,30.0,11.0,113.0,6.7,4.32,2018,75.0
Lavon Coleman,RB,Washington,5-11,215.0,4.65,33.0,23.0,120.0,,,2018,71.0
Tyler Conklin,TE,Central Michigan,6-3,254.0,4.8,38.0,18.0,120.0,7.13,4.23,2018,75.0
Keke Coutee,WR,Texas Tech,5-10,181.0,4.43,34.5,14.0,113.0,6.93,4.15,2018,70.0
Justin Crawford,RB,West Virginia,5-11,199.0,4.64,33.5,11.0,122.0,,,2018,71.0
Dane Cruikshank,S,Arizona,6-1,206.0,4.41,38.5,25.0,121.0,6.89,4.24,2018,73.0
Sam Darnold,QB,USC,6-3,221.0,4.85,26.5,,105.0,6.96,4.4,2018,75.0
Carlton Davis,CB,Auburn,6-1,203.0,4.53,34.0,16.0,124.0,,,2018,73.0
Duke Dawson,CB,Florida,5-10,208.0,4.46,,15.0,,,,2018,70.0
Dee Delaney,CB,Miami (FL),6-1,194.0,4.46,32.5,13.0,120.0,6.95,4.25,2018,73.0
Will Dissly,TE,Washington,6-4,262.0,4.87,28.0,15.0,111.0,7.07,4.4,2018,76.0
Chase Edmonds,RB,Fordham,5-9,205.0,4.55,34.0,19.0,122.0,6.79,4.07,2018,69.0
Terrell Edmunds,S,Virginia Tech,6-2,220.0,4.47,41.5,,134.0,,,2018,74.0
Tremaine Edmunds,LB,Virginia Tech,6-5,253.0,4.54,,19.0,117.0,,,2018,77.0
Deshon Elliott,S,Texas,6-2,205.0,4.58,36.0,15.0,121.0,,,2018,74.0
Donnie Ernsberger,RB,Western Michigan,6-3,241.0,4.78,31.0,15.0,114.0,7.09,4.34,2018,75.0
Danny Etling,QB,LSU,6-2,222.0,4.76,30.5,,114.0,7.09,4.37,2018,74.0
Rashaan Evans,LB,Alabama,6-3,232.0,,30.0,,116.0,6.95,4.36,2018,75.0
Brandon Facyson,CB,Virginia Tech,6-2,197.0,4.53,,16.0,,,,2018,74.0
Luke Falk,QB,Washington State,6-4,215.0,,26.5,,103.0,,,2018,76.0
Riley Ferguson,QB,Memphis,6-3,212.0,4.98,29.0,,110.0,6.96,4.4,2018,75.0
Quinton Flowers,QB,South Florida,5-10,214.0,4.63,,,112.0,6.81,4.57,2018,70.0
Dimitri Flowers,RB,Oklahoma,6-2,248.0,4.83,30.5,17.0,109.0,7.45,4.53,2018,74.0
Tre Flowers,S,Oklahoma State,6-3,200.0,4.45,34.5,18.0,122.0,,,2018,75.0
Robert Foster,WR,Alabama,6-2,196.0,4.41,31.0,,116.0,6.9,4.2,2018,74.0
Jarvion Franklin,RB,West. Michigan,5-11,239.0,4.63,30.0,18.0,109.0,6.93,4.31,2018,71.0
Royce Freeman,RB,Oregon,5-11,229.0,4.54,34.0,17.0,118.0,6.9,4.16,2018,71.0
Michael Gallup,WR,Colorado State,6-1,205.0,4.51,36.0,10.0,122.0,6.95,4.37,2018,73.0
Rashaan Gaulden,CB,Tennessee,6-1,193.0,4.61,30.0,8.0,119.0,7.16,4.33,2018,73.0
Mike Gesicki,TE,Penn State,6-5,247.0,4.54,41.5,22.0,129.0,6.76,4.1,2018,77.0
Davon Grayson,WR,East Carolina,6-1,199.0,4.51,34.5,19.0,124.0,,,2018,73.0
Derrius Guice,RB,LSU,5-10,224.0,4.49,31.5,15.0,,,,2018,70.0
Grant Haley,CB,Penn State,5-9,190.0,4.44,34.0,15.0,119.0,6.51,3.94,2018,69.0
Daesean Hamilton,WR,Penn State,6-1,203.0,,34.5,,118.0,6.84,4.15,2018,73.0
Davontae Harris,CB,Illinois State,6-0,200.0,4.43,32.5,22.0,123.0,6.96,4.4,2018,72.0
Ronnie Harrison,S,Alabama,6-3,214.0,,34.0,,120.0,,,2018,75.0
Quadree Henderson,WR,Pittsburgh,5-8,192.0,4.5,32.5,12.0,120.0,6.89,4.28,2018,68.0
Kyle Hicks,RB,TCU,5-10,204.0,4.63,36.5,13.0,122.0,,,2018,70.0
Holton Hill,CB,Texas,6-3,200.0,4.49,31.0,14.0,120.0,6.83,4.15,2018,75.0
Nyheim Hines,RB,North Carolina State,5-8,198.0,4.38,35.5,,119.0,7.18,4.35,2018,68.0
Mike Hughes,CB,Central Florida,5-11,191.0,4.53,35.5,20.0,127.0,6.7,4.13,2018,71.0
Hayden Hurst,TE,South Carolina,6-4,250.0,4.67,31.5,,120.0,7.19,4.37,2018,76.0
Godwin Igwebuike,S,Northwestern,6-0,205.0,4.44,35.5,19.0,128.0,6.56,4.12,2018,72.0
Darren Carrington II,WR,Utah,6-2,199.0,,36.0,,120.0,,,2018,74.0
Joel Iyiegbuniwe,LB,Western Kentucky,6-1,229.0,4.6,35.0,19.0,117.0,7.06,4.28,2018,73.0
Ryan Izzo,TE,Florida State,6-5,256.0,4.94,33.0,18.0,110.0,7.15,4.43,2018,77.0
Donte Jackson,CB,LSU,5-11,175.0,4.32,,7.0,124.0,,,2018,71.0
J.C. Jackson,CB,Maryland,5-11,193.0,4.46,35.5,14.0,120.0,,,2018,71.0
Josh Jackson,CB,Iowa,6-1,192.0,4.56,38.0,18.0,123.0,6.86,4.03,2018,73.0
Justin Jackson,RB,Northwestern,6-0,199.0,4.52,38.5,13.0,122.0,6.81,4.07,2018,72.0
Natrell Jamerson,S,Wisconsin,6-0,198.0,4.4,35.5,25.0,120.0,,,2018,72.0
Derwin James,S,Florida State,6-3,215.0,4.47,40.0,21.0,132.0,,,2018,75.0
Richie James,WR,Middle Tennessee State,5-10,183.0,4.48,35.5,6.0,122.0,6.87,4.16,2018,70.0
Danny Johnson,CB,Southern,5-10,185.0,4.44,35.0,15.0,123.0,,,2018,70.0
Kerryon Johnson,RB,Auburn,5-11,213.0,,40.0,11.0,126.0,7.07,4.29,2018,71.0
Taron Johnson,CB,Weber State,6-0,180.0,4.5,33.0,17.0,118.0,7.03,4.28,2018,72.0
Chris Jones,CB,Nebraska,6-0,195.0,4.57,,14.0,,,,2018,72.0
Ronald Jones,RB,USC,5-11,205.0,4.65,36.5,,,,,2018,71.0
Michael Joseph,CB,Dubuque,6-1,181.0,,34.0,17.0,,6.89,4.2,2018,73.0
Joshua Kalu,S,Nebraska,6-1,195.0,4.58,41.5,17.0,134.0,,,2018,73.0
John Kelly,RB,Tennessee,5-10,216.0,,35.0,15.0,120.0,7.13,4.51,2018,70.0
Kameron Kelly,S,San Diego State,6-2,200.0,4.66,33.0,9.0,120.0,6.94,4.28,2018,74.0
Christian Kirk,WR,Texas A&M,5-10,201.0,4.47,35.5,20.0,115.0,7.09,4.45,2018,70.0
Chris Lacy,WR,Oklahoma State,6-3,205.0,4.51,33.5,11.0,120.0,,,2018,75.0
Jordan Lasley,WR,UCLA,6-1,203.0,4.5,34.5,8.0,112.0,,4.19,2018,73.0
Kyle Lauletta,QB,Richmond,6-3,222.0,4.81,31.0,,113.0,6.95,4.07,2018,75.0
Allen Lazard,WR,Iowa State,6-5,227.0,4.55,38.0,17.0,122.0,,,2018,77.0
Tanner Lee,QB,Nebraska,6-4,218.0,4.98,32.0,,115.0,7.0,4.41,2018,76.0
Chase Litton,QB,Marshall,6-5,230.0,4.9,29.5,,106.0,7.49,4.53,2018,77.0
Avonte Maddox,CB,Pittsburgh,5-9,180.0,4.39,37.0,13.0,125.0,6.51,4.0,2018,69.0
Tavares Martin,WR,Washington State,6-1,177.0,4.8,31.5,,,,,2018,73.0
Baker Mayfield,QB,Oklahoma,6-1,215.0,4.84,29.0,,111.0,7.0,4.28,2018,73.0
Ray-ray McCloud,WR,Clemson,5-9,190.0,4.53,34.5,13.0,113.0,,,2018,69.0
Tarvarus McFadden,CB,Florida State,6-2,198.0,4.67,38.5,,121.0,,,2018,74.0
Sony Michel,RB,Georgia,5-11,214.0,4.54,,22.0,,,4.21,2018,71.0
Steven Mitchell,WR,USC,5-10,189.0,4.56,32.5,13.0,121.0,6.75,4.4,2018,70.0
Jmon Moore,WR,Missouri,6-3,207.0,4.6,38.0,21.0,120.0,6.56,4.04,2018,75.0
D.J. Moore,WR,Maryland,6-0,210.0,4.42,39.5,15.0,132.0,6.95,4.07,2018,72.0
Ryan Nall,RB,Oregon State,6-2,232.0,4.58,33.0,15.0,122.0,6.95,4.16,2018,74.0
Siran Neal,S,Jacksonville State,6-0,199.0,4.56,40.5,17.0,122.0,7.0,4.28,2018,72.0
Nick Nelson,CB,Wisconsin,5-11,208.0,4.52,,17.0,123.0,,,2018,71.0
Parry Nickerson,CB,Tulane,6-0,180.0,4.32,,15.0,,,,2018,72.0
Rashaad Penny,RB,San Diego State,5-11,220.0,4.46,32.5,13.0,120.0,,,2018,71.0
Kamryn Pettway,RB,Auburn,6-0,233.0,4.74,33.5,22.0,116.0,,,2018,72.0
Byron Pringle,WR,Kansas State,6-1,203.0,4.46,33.5,15.0,120.0,6.87,4.4,2018,73.0
Trey Quinn,WR,SMU,5-11,203.0,4.55,33.5,17.0,116.0,6.91,4.19,2018,71.0
Max Redfield,S,Indiana (PA),6-1,205.0,4.69,,15.0,,,,2018,73.0
D.J. Reed,CB,Kansas State,5-9,188.0,4.51,36.5,11.0,,,,2018,69.0
Justin Reid,S,Stanford,6-1,204.0,4.4,36.5,16.0,128.0,6.65,4.15,2018,73.0
Demario Richard,RB,Arizona State,5-9,218.0,4.7,29.5,12.0,115.0,,,2018,69.0
Calvin Ridley,WR,Alabama,6-0,189.0,4.43,31.0,15.0,110.0,6.88,4.41,2018,72.0
Stephen Roberts,S,Auburn,5-11,189.0,4.53,34.0,,121.0,,,2018,71.0
Korey Robertson,WR,Southern Miss,6-1,212.0,4.56,34.0,13.0,123.0,,,2018,73.0
Josh Rosen,QB,UCLA,6-4,226.0,4.92,31.0,,111.0,7.09,4.28,2018,76.0
Mason Rudolph,QB,Oklahoma State,6-5,235.0,4.9,26.0,,,,,2018,77.0
Jaylen Samuels,TE,North Carolina State,5-11,225.0,4.54,34.5,18.0,121.0,6.93,4.28,2018,71.0
Bo Scarbrough,RB,Alabama,6-1,228.0,4.52,40.0,14.0,129.0,,4.34,2018,73.0
Dalton Schultz,TE,Stanford,6-5,244.0,4.75,32.0,15.0,120.0,7.0,4.4,2018,77.0
Jaleel Scott,WR,New Mexico State,6-5,218.0,4.56,34.5,16.0,124.0,7.2,4.4,2018,77.0
Nic Shimonek,QB,Texas Tech,6-3,220.0,4.88,28.5,,101.0,7.28,4.32,2018,75.0
Trequan Smith,WR,Central Florida,6-2,203.0,4.49,37.5,12.0,130.0,6.97,4.5,2018,74.0
Van Smith,S,Clemson,5-11,185.0,4.61,29.5,,,,,2018,71.0
Durham Smythe,TE,Notre Dame,6-5,253.0,4.81,31.0,18.0,110.0,7.17,4.23,2018,77.0
M.J. Stewart,CB,North Carolina,5-11,200.0,4.54,35.0,18.0,118.0,6.9,4.28,2018,71.0
Greg Stroman,CB,Virginia Tech,6-0,180.0,4.48,33.5,16.0,113.0,,4.45,2018,72.0
Chandon Sullivan,CB,Georgia State,5-11,195.0,4.6,40.5,15.0,134.0,,4.36,2018,71.0
Courtland Sutton,WR,SMU,6-3,218.0,4.54,35.5,18.0,124.0,6.57,4.11,2018,75.0
Auden Tate,WR,Florida State,6-5,228.0,4.68,31.0,,112.0,,,2018,77.0
Jordan Thomas,CB,Oklahoma,6-0,186.0,4.64,38.0,4.0,124.0,6.28,3.94,2018,72.0
Ian Thomas,TE,Indiana,6-4,259.0,4.74,36.0,,123.0,7.15,4.2,2018,76.0
Jordan Thomas,TE,Mississippi State,6-5,265.0,4.74,27.0,16.0,111.0,7.5,4.75,2018,77.0
Roc Thomas,RB,Jacksonville State,5-10,198.0,4.56,35.5,16.0,125.0,,,2018,70.0
Henre Toliver,CB,Arkansas,6-1,185.0,4.63,32.5,6.0,117.0,7.01,4.15,2018,73.0
Kevin Toliver,CB,LSU,6-3,204.0,,33.0,10.0,120.0,,,2018,75.0
Marquez Valdes-Scantling,WR,South Florida,6-4,206.0,4.37,30.5,15.0,124.0,,,2018,76.0
Dmontre Wade,CB,Murray State,6-0,200.0,4.57,35.5,15.0,120.0,,4.4,2018,72.0
Akrum Wadley,RB,Iowa,5-10,194.0,4.54,32.0,12.0,,,,2018,70.0
Trey Walker,S,Louisiana-Lafayette,6-2,200.0,4.51,33.0,14.0,119.0,7.0,4.28,2018,74.0
Levi Wallace,CB,Alabama,6-0,183.0,4.63,33.0,,,,,2018,72.0
Mark Walton,RB,Miami (FL),5-10,202.0,4.6,31.5,18.0,118.0,,,2018,70.0
Denzel Ward,CB,Ohio State,5-10,183.0,4.32,39.0,16.0,136.0,,,2018,70.0
Chris Warren,RB,Texas,6-2,247.0,4.69,33.0,25.0,121.0,6.98,4.18,2018,74.0
James Washington,WR,Oklahoma State,5-11,213.0,4.54,34.5,14.0,120.0,7.11,4.32,2018,71.0
Armani Watts,S,Texas A&M,5-11,205.0,,35.0,13.0,120.0,7.25,4.37,2018,71.0
Jester Weah,WR,Pittsburgh,6-2,211.0,4.43,38.0,15.0,129.0,7.24,4.41,2018,74.0
Damon Webb,S,Ohio State,5-11,195.0,4.62,,17.0,,,,2018,71.0
David Wells,TE,San Diego State,6-6,256.0,4.75,33.0,20.0,116.0,7.5,4.59,2018,78.0
Karaun White,WR,West Virginia,6-1,206.0,4.52,33.5,24.0,118.0,7.16,4.57,2018,73.0
Kyzir White,S,West Virginia,6-2,216.0,,35.5,21.0,113.0,,,2018,74.0
Mike White,QB,Western Kentucky,6-5,224.0,5.09,27.0,,96.0,7.4,4.4,2018,77.0
Jake Wieneke,WR,South Dakota State,6-4,221.0,4.67,34.0,9.0,114.0,7.24,4.37,2018,76.0
Jordan Wilkins,RB,Mississippi,6-1,216.0,,36.0,16.0,117.0,,4.27,2018,73.0
Darrel Williams,RB,LSU,6-0,225.0,4.72,32.0,22.0,109.0,,4.21,2018,72.0
Cedrick Wilson,WR,Boise State,6-2,197.0,4.55,37.0,9.0,121.0,6.89,4.23,2018,74.0
Javon Wims,WR,Georgia,6-3,215.0,4.53,33.5,,113.0,7.0,,2018,75.0
Logan Woodside,QB,Toledo,6-1,213.0,4.79,31.5,,103.0,6.94,4.15,2018,73.0
Isaac Yiadom,CB,Boston Col.,6-1,190.0,4.52,,8.0,120.0,,4.18,2018,73.0
Johnathan Abram,S,Mississippi State,5-11,205.0,4.45,,,116.0,,,2019,71.0
Otaro Alaka,LB,Texas A&M,6-3,239.0,4.82,36.0,20.0,131.0,,,2019,75.0
Dakota Allen,LB,Texas Tech,6-1,232.0,4.77,31.5,23.0,116.0,6.88,4.04,2019,73.0
Bryson Allen-Williams,LB,South Carolina,6-1,236.0,4.88,,14.0,,7.4,,2019,73.0
Jeff Allison,LB,Fresno State,5-11,228.0,4.82,31.0,12.0,115.0,7.2,4.45,2019,71.0
Ugo Amadi,S,Oregon,5-9,199.0,4.51,32.5,18.0,115.0,7.21,4.19,2019,69.0
Ryquell Armstead,RB,Temple,5-11,220.0,4.45,30.0,22.0,114.0,7.02,4.29,2019,71.0
Derrick Baity,CB,Kentucky,6-2,197.0,,38.5,10.0,127.0,7.06,4.31,2019,74.0
Deandre Baker,CB,Georgia,5-11,193.0,4.52,,14.0,118.0,,,2019,71.0
Corey Ballentine,CB,Washburn,5-11,196.0,4.47,39.5,15.0,135.0,6.82,4.14,2019,71.0
Alex Barnes,RB,Kansas State,6-0,226.0,4.59,38.5,34.0,126.0,6.95,4.1,2019,72.0
Cody Barton,LB,Utah,6-2,237.0,4.64,32.5,30.0,116.0,6.9,4.03,2019,74.0
John Battle,S,LSU,6-0,201.0,4.67,29.5,,120.0,7.09,4.33,2019,72.0
Mike Bell,S,Fresno State,6-3,210.0,4.83,30.0,10.0,118.0,7.1,4.46,2019,75.0
Marquise Blair,S,Utah,6-1,195.0,4.48,35.0,,125.0,,,2019,73.0
Kendall Blanton,TE,Missouri,6-6,262.0,4.95,31.0,22.0,113.0,7.37,4.42,2019,78.0
Kris Boyd,CB,Texas,5-11,201.0,4.45,36.5,19.0,127.0,6.94,4.08,2019,71.0
Miles Boykin,WR,Notre Dame,6-4,220.0,4.42,43.5,12.0,140.0,6.77,4.07,2019,76.0
Tyre Brady,WR,Marshall,6-3,211.0,,32.0,12.0,117.0,,4.25,2019,75.0
Nick Brossette,RB,LSU,5-11,209.0,4.72,35.5,15.0,118.0,7.38,4.44,2019,71.0
Jordan Brown,CB,South Dakota State,6-0,201.0,4.51,39.5,13.0,128.0,,,2019,72.0
A.J. Brown,WR,Mississippi,6-0,226.0,4.49,36.5,19.0,120.0,,,2019,72.0
Blace Brown,CB,Troy,6-0,194.0,4.75,,14.0,126.0,7.33,4.22,2019,72.0
Keenen Brown,TE,Texas State,6-2,250.0,4.75,33.0,17.0,117.0,7.27,4.51,2019,74.0
Jake Browning,QB,Washington,6-2,211.0,4.74,29.0,,112.0,7.19,4.44,2019,74.0
Sean Bunting,CB,Central Michigan,6-0,195.0,4.42,41.5,14.0,126.0,,,2019,72.0
Ben Burr-Kirven,LB,Washington,6-0,230.0,4.56,34.5,21.0,121.0,6.85,4.09,2019,72.0
Devin Bush,LB,Michigan,5-11,234.0,4.43,40.5,21.0,124.0,6.93,4.23,2019,71.0
Emmanuel Butler,WR,Northern Arizona,6-3,217.0,,36.0,11.0,115.0,,4.22,2019,75.0
Hakeem Butler,WR,Iowa State,6-5,227.0,4.48,36.0,18.0,128.0,,,2019,77.0
Parris Campbell,WR,Ohio State,6-0,205.0,4.31,40.0,11.0,135.0,,4.03,2019,72.0
Blake Cashman,LB,Minnesota,6-1,237.0,4.5,37.5,18.0,124.0,6.95,4.12,2019,73.0
Hamp Cheevers,CB,Boston Col.,5-9,169.0,4.52,39.0,8.0,122.0,6.96,4.25,2019,69.0
Ryan Connelly,LB,Wisconsin,6-2,242.0,4.66,34.5,,118.0,7.09,4.31,2019,74.0
Jonathan Crawford,S,Indiana,6-1,205.0,,31.5,16.0,115.0,,,2019,73.0
Xavier Crawford,CB,Central Michigan,5-11,187.0,4.48,37.5,11.0,,,,2019,71.0
Jamal Custis,WR,Syracuse,6-4,214.0,4.5,34.5,,124.0,,,2019,76.0
Davante Davis,CB,Texas,6-2,202.0,4.57,37.0,14.0,125.0,6.76,4.15,2019,74.0
Deshaun Davis,LB,Auburn,5-11,234.0,,31.0,25.0,111.0,,4.38,2019,71.0
Ryan Davis,WR,Auburn,5-10,189.0,,35.0,12.0,124.0,7.09,4.23,2019,70.0
Jamel Dean,CB,Auburn,6-1,206.0,4.3,41.0,16.0,130.0,7.02,4.19,2019,73.0
Lukas Denis,S,Boston Col.,5-11,190.0,4.64,33.5,16.0,116.0,6.89,4.09,2019,71.0
D'Cota Dixon,S,Wisconsin,5-10,204.0,4.81,33.5,20.0,119.0,,,2019,70.0
Johnnie Dixon,WR,Ohio State,5-10,201.0,4.41,37.5,16.0,120.0,,4.43,2019,70.0
Tyrel Dodson,LB,Texas A&M,6-0,237.0,4.6,,24.0,118.0,,,2019,72.0
Ashton Dulin,WR,Malone University (Ohio),6-1,215.0,4.43,38.0,13.0,121.0,7.0,4.22,2019,73.0
Jovon Durante,WR,Florida Atlantic,5-11,160.0,4.55,31.5,,120.0,7.0,4.31,2019,71.0
Emeke Egbule,LB,Houston,6-2,245.0,4.65,33.0,20.0,119.0,7.38,4.38,2019,74.0
Noah Fant,TE,Iowa,6-4,249.0,4.5,39.5,20.0,127.0,6.81,4.22,2019,76.0
Rashad Fenton,CB,South Carolina,5-11,193.0,4.52,34.0,12.0,117.0,,4.25,2019,71.0
Jazz Ferguson,WR,Northwestern St. (LA),6-5,227.0,4.45,37.0,8.0,123.0,7.25,4.59,2019,77.0
Mark Fields,CB,Clemson,5-10,192.0,4.37,,18.0,,,,2019,70.0
Ryan Finley,QB,North Carolina State,6-4,213.0,4.73,30.5,,116.0,7.2,4.2,2019,76.0
Nick Fitzgerald,QB,Mississippi State,6-5,226.0,4.64,29.5,,115.0,,,2019,77.0
Travis Fulgham,WR,Old Dominion,6-2,215.0,4.58,36.5,15.0,126.0,,,2019,74.0
Malik Gant,S,Marshall,6-0,209.0,4.63,34.5,17.0,114.0,7.45,4.3,2019,72.0
Chauncey Gardner-Johnson,S,Florida,5-11,210.0,4.48,36.0,17.0,117.0,7.03,4.2,2019,71.0
Myles Gaskin,RB,Washington,5-9,205.0,4.58,35.5,24.0,118.0,7.19,4.27,2019,69.0
Zach Gentry,TE,Michigan,6-8,265.0,4.9,29.5,12.0,110.0,7.4,4.53,2019,80.0
Joe Giles-Harris,LB,Duke,6-2,234.0,4.75,29.5,17.0,111.0,,,2019,74.0
Andrew Van ginkel,LB,Wisconsin,6-3,241.0,,38.0,17.0,123.0,6.89,4.14,2019,75.0
Terry Godwin,WR,Georgia,5-11,184.0,4.55,36.5,,117.0,6.96,,2019,71.0
Dre Greenlaw,LB,Arkansas,5-11,237.0,,33.0,24.0,117.0,,,2019,71.0
Will Grier,QB,West Virginia,6-2,217.0,4.84,34.0,,112.0,7.09,4.28,2019,74.0
Emanuel Hall,WR,Missouri,6-2,201.0,4.39,43.5,15.0,141.0,,,2019,74.0
Saquan Hampton,S,Rutgers,6-1,206.0,4.48,,14.0,125.0,,,2019,73.0
Terrill Hanks,LB,New Mexico State,6-2,242.0,4.98,35.5,21.0,118.0,,,2019,74.0
Mecole Hardman,WR,Georgia,5-10,187.0,4.33,36.5,17.0,119.0,,,2019,70.0
Kelvin Harmon,WR,North Carolina State,6-2,221.0,4.6,32.5,18.0,117.0,7.15,4.32,2019,74.0
Damien Harris,RB,Alabama,5-10,216.0,4.57,37.0,16.0,121.0,,,2019,70.0
Will Harris,S,Boston Col.,6-1,207.0,4.41,36.5,20.0,123.0,6.91,4.12,2019,73.0
N'Keal Harry,WR,Arizona State,6-2,228.0,4.53,38.5,27.0,122.0,,,2019,74.0
Montre Hartage,CB,Northwestern,5-11,190.0,4.68,34.5,9.0,123.0,6.95,4.08,2019,71.0
Dwayne Haskins,QB,Ohio State,6-3,231.0,5.04,28.5,,,,,2019,75.0
Daniel Helm,TE,Duke,6-4,249.0,4.89,,14.0,,,,2019,76.0
Darrell Henderson,RB,Memphis,5-8,208.0,4.49,33.5,22.0,121.0,,,2019,68.0
Karan Higdon,RB,Michigan,5-9,206.0,4.49,34.0,21.0,123.0,,,2019,69.0
Justice Hill,RB,Oklahoma State,5-10,198.0,4.4,40.0,21.0,130.0,,,2019,70.0
T.J. Hockenson,TE,Iowa,6-5,251.0,4.7,37.5,17.0,123.0,7.02,4.18,2019,77.0
Alijah Holder,CB,Stanford,6-1,191.0,4.6,36.0,9.0,121.0,6.7,4.15,2019,73.0
Elijah Holyfield,RB,Georgia,5-10,217.0,4.78,29.5,26.0,118.0,,,2019,70.0
Travis Homer,RB,Miami (FL),5-10,201.0,4.48,39.5,17.0,130.0,7.07,4.31,2019,70.0
Amani Hooker,S,Iowa,5-11,210.0,4.48,37.0,14.0,123.0,6.81,4.1,2019,71.0
Lil'Jordan Humphrey,WR,Texas,6-4,210.0,4.75,33.5,13.0,119.0,7.09,4.29,2019,76.0
Andy Isabella,WR,Massachusetts,5-9,188.0,4.31,36.5,15.0,121.0,6.95,4.15,2019,69.0
Mike Jackson,CB,Miami (FL),6-1,210.0,4.45,40.5,13.0,130.0,7.12,4.12,2019,73.0
Tyree Jackson,QB,Buffalo,6-7,249.0,4.59,34.5,,120.0,7.09,4.28,2019,79.0
Gary Jennings,WR,West Virginia,6-1,214.0,4.42,37.0,20.0,127.0,7.32,4.15,2019,73.0
Anthony Johnson,WR,Buffalo,6-2,209.0,,32.5,18.0,122.0,7.12,,2019,74.0
Diontae Johnson,WR,Toledo,5-10,183.0,4.53,33.5,15.0,123.0,7.09,4.45,2019,70.0
Gary Johnson,LB,Texas,6-0,226.0,4.43,33.5,16.0,121.0,7.15,4.57,2019,72.0
Isaiah Johnson,CB,Houston,6-2,208.0,4.4,36.5,,133.0,6.81,4.06,2019,74.0
Jaquan Johnson,S,Miami (FL),5-10,191.0,4.69,33.0,18.0,121.0,,,2019,70.0
Keesean Johnson,WR,Fresno State,6-1,201.0,4.6,30.0,14.0,117.0,7.28,4.23,2019,73.0
Lonnie Johnson,CB,Kentucky,6-2,213.0,4.52,38.0,15.0,129.0,7.01,4.1,2019,74.0
Bisi Johnson,WR,Colorado State,6-0,204.0,4.51,38.0,14.0,124.0,6.88,4.16,2019,72.0
Daniel Jones,QB,Duke,6-5,221.0,4.81,33.5,,120.0,7.0,4.41,2019,77.0
Jordan Jones,LB,Kentucky,6-2,234.0,4.62,32.5,23.0,123.0,,4.37,2019,74.0
Dawson Knox,TE,Mississippi,6-4,254.0,,34.5,16.0,,7.12,4.27,2019,76.0
Justin Layne,CB,Michigan State,6-2,192.0,4.5,37.5,,134.0,6.9,4.09,2019,74.0
Iman Lewis-Marshall,CB,USC,6-1,207.0,4.53,,16.0,,,,2019,73.0
